ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID
A_33_P3235761	NR_024349	LOC284023	uncharacterized LOC284023	
A_33_P3258056	NM_001145028	PALM3	paralemmin 3	ENST00000340790
A_23_P70398	NM_001025370	VEGFA	vascular endothelial growth factor A	ENST00000518538
A_21_P0012892		XLOC_l2_011954		
A_23_P93844	NM_019059	TOMM7	translocase of outer mitochondrial membrane 7 homolog (yeast)	ENST00000483581
A_21_P0005806		XLOC_007018		ENST00000518967
A_23_P87860	NM_005593	MYF5	myogenic factor 5	ENST00000228644
A_33_P3334535	NM_017676	GIN1	gypsy retrotransposon integrase 1	ENST00000512248
A_33_P3405491		HCRP1	hepatocellular carcinoma-related HCRP1	
A_23_P50031	NM_002550	OR3A1	olfactory receptor, family 3, subfamily A, member 1	ENST00000323404
A_21_P0006492		XLOC_007963		
A_24_P69379	NM_022900	CASD1	CAS1 domain containing 1	ENST00000471944
A_33_P3316239		LOC100130419	uncharacterized LOC100130419	
A_33_P3417944	NM_001136041	HDAC11	histone deacetylase 11	ENST00000425430
A_32_P72492	NM_152539	C3orf30	chromosome 3 open reading frame 30	ENST00000295622
A_33_P3373200				
A_21_P0008570		XLOC_011248		
A_33_P3214939	NR_003246	GOLGA6L5	golgin A6 family-like 5 (pseudogene)	
A_23_P71624	NM_016734	PAX5	paired box 5	ENST00000377849
A_21_P0010945		XLOC_l2_001954		ENST00000421313
A_23_P106236	NR_024620	PRO1768	PRO1768	
A_23_P429082	NM_194285	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	ENST00000333429
A_23_P14708	NM_017661	ZNF280D	zinc finger protein 280D	ENST00000267807
A_33_P3275653	NM_000842	GRM5	glutamate receptor, metabotropic 5	ENST00000357667
A_33_P3236316	NR_037596	FLJ14186	uncharacterized LOC401149	
A_33_P3377744				
A_24_P208436	NM_001003683	PDE1A	phosphodiesterase 1A, calmodulin-dependent	ENST00000358139
A_23_P114057	NM_017789	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	ENST00000467747
A_24_P231546	NM_016490	FAM178B	family with sequence similarity 178, member B	ENST00000490605
A_21_P0005721		XLOC_006844		
A_24_P345540	NM_032494	ZC3H8	zinc finger CCCH-type containing 8	ENST00000272570
A_23_P105138	NM_001752	CAT	catalase	ENST00000241052
A_23_P27528	NM_000764	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7	ENST00000301146
A_21_P0013423		XLOC_l2_013813		ENST00000433337
A_33_P3413815	NR_004405	LAMB2P1	laminin, beta 2 pseudogene 1	
A_23_P77776	NM_003016	SRSF2	serine/arginine-rich splicing factor 2	ENST00000359995
A_33_P3283619	NM_001114937	SH2D1A	SH2 domain containing 1A	ENST00000394475
A_21_P0000322	NR_002968	SNORA34	small nucleolar RNA, H/ACA box 34	
A_33_P3370222				ENST00000375325
A_32_P310335		JAM2	junctional adhesion molecule 2	ENST00000480456
A_23_P156445	NM_018665	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	ENST00000370336
A_19_P00317760		Q25H79		
A_33_P3246763	NM_001166579	AANAT	aralkylamine N-acetyltransferase	ENST00000250615
A_19_P00804024		OOSP1	oocyte-secreted protein 1 homolog	
A_24_P85537	NM_004721	MAP3K13	mitogen-activated protein kinase kinase kinase 13	ENST00000439882
A_32_P59811		PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	ENST00000320054
A_21_P0000805	NR_038437	LOC100507443	uncharacterized LOC100507443	
A_33_P3360007				
A_21_P0014440	XR_109822	LOC100507031	uncharacterized LOC100507031	
A_33_P3842629				
A_23_P211627	NM_007172	NUP50	nucleoporin 50kDa	ENST00000509438
A_21_P0008242		XLOC_010470		
A_33_P3353996	NM_001145115	PPP1R3G	protein phosphatase 1, regulatory subunit 3G	
A_33_P3230364	NM_001005164	OR52E2	olfactory receptor, family 52, subfamily E, member 2	ENST00000321522
A_33_P3308833	NM_058180	C21orf58	chromosome 21 open reading frame 58	ENST00000397685
A_23_P376759	NM_003584	DUSP11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	ENST00000272444
A_23_P397933	NM_001879	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	ENST00000337774
A_21_P0000131	NM_001195563	CAMTA1	calmodulin binding transcription activator 1	ENST00000472283
A_33_P3312661				
A_23_P39647	NM_005070	SLC4A3	solute carrier family 4, anion exchanger, member 3	ENST00000425141
A_33_P3406714		LOC100131434	uncharacterized LOC100131434	
A_23_P215132	NM_014149	WDR91	WD repeat domain 91	ENST00000466182
A_23_P385843	NM_139074	DEFB127	defensin, beta 127	ENST00000382388
A_33_P3373765	NM_000797	DRD4	dopamine receptor D4	ENST00000176183
A_24_P266728	NM_004630	SF1	splicing factor 1	
A_21_P0012381		XLOC_l2_009790		
A_32_P79492	XR_113193	LOC100508233	uncharacterized LOC100508233	
A_33_P3855484				
A_21_P0000838	NR_038920	LOC100506314	uncharacterized LOC100506314	ENST00000542078
A_33_P3252804	NM_001105558	WEE2	WEE1 homolog 2 (S. pombe)	ENST00000397541
A_21_P0008362		XLOC_010891		ENST00000557195
A_21_P0009119		XLOC_011837		
A_33_P3705884		LOC148189	uncharacterized LOC148189	
A_33_P3313366	NM_001005226	OR2B3	olfactory receptor, family 2, subfamily B, member 3	ENST00000383653
A_33_P3396404	NM_001025232	CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand	ENST00000378487
A_24_P11506	NM_001032998	KYNU	kynureninase	ENST00000460143
A_33_P3375688	NR_038876	LOC100129027	uncharacterized LOC100129027	ENST00000380008
A_24_P127312				
A_23_P145631	NM_024711	GIMAP6	GTPase, IMAP family member 6	ENST00000392862
A_21_P0001965		XLOC_001848		
A_33_P3394858	NR_024129	LINC00092	long intergenic non-protein coding RNA 92	
A_24_P6083	NM_213720	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	ENST00000517886
A_33_P3269388	NM_001146082	MBOAT7	membrane bound O-acyltransferase domain containing 7	ENST00000391754
A_23_P89755	NM_016271	RNF138	ring finger protein 138	ENST00000257190
A_24_P171873	NM_012176	FBXO4	F-box protein 4	ENST00000513496
A_33_P3378880				ENST00000377803
A_21_P0007116		XLOC_008963		
A_21_P0002921		XLOC_003384		ENST00000432908
A_33_P3234635	NM_178493	NOTUM	notum pectinacetylesterase homolog (Drosophila)	ENST00000409678
A_21_P0000311	NR_002955	SNORA14A	small nucleolar RNA, H/ACA box 14A	
A_33_P3295814				
A_23_P103398	NM_000447	PSEN2	presenilin 2 (Alzheimer disease 4)	ENST00000366783
A_21_P0002451		XLOC_002117		ENST00000416111
A_33_P3282880	NM_194463	RNF128	ring finger protein 128	
A_21_P0002870	NR_024276	LOC151658	uncharacterized LOC151658	ENST00000475362
A_21_P0011293		XLOC_l2_004594		
A_23_P32253	NM_005384	NFIL3	nuclear factor, interleukin 3 regulated	ENST00000297689
A_21_P0011207		XLOC_l2_003848		ENST00000421601
A_23_P7066	NM_001024921	RPL9	ribosomal protein L9	ENST00000437992
A_23_P149042	NM_013328	PYCR2	pyrroline-5-carboxylate reductase family, member 2	ENST00000316918
A_33_P3250680	NM_000074	CD40LG	CD40 ligand	ENST00000370629
A_23_P365327		UBE2CBP	ubiquitin-conjugating enzyme E2C binding protein	ENST00000369746
A_23_P61057	NM_004513	IL16	interleukin 16	ENST00000394656
A_33_P3276207	NM_001134456	FAM55C	family with sequence similarity 55, member C	ENST00000273347
A_23_P5415	NM_021824	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	
A_24_P70888	NM_012401	PLXNB2	plexin B2	ENST00000414275
A_33_P3366224				
A_33_P3306217	NM_172016	TRIM39	tripartite motif containing 39	ENST00000449040
A_21_P0007062	XR_110406	LOC100507008	uncharacterized LOC100507008	ENST00000432535
A_21_P0013768		XLOC_l2_015542		
A_21_P0000605	NM_006178	NSF	N-ethylmaleimide-sensitive factor	ENST00000225282
A_33_P3388466	NM_007048	BTN3A1	butyrophilin, subfamily 3, member A1	
A_24_P97405	NM_003965	CCRL2	chemokine (C-C motif) receptor-like 2	ENST00000400880
A_23_P81760	NM_006775	QKI	QKI, KH domain containing, RNA binding	
A_33_P3305571	NM_003823	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	ENST00000318100
A_21_P0002342		XLOC_001833		
A_33_P3412678	NM_001037498	DEFB112	defensin, beta 112	ENST00000322246
A_23_P15692	NM_017986	GPR172B	G protein-coupled receptor 172B	ENST00000424747
A_33_P3402419				
A_24_P98762	NM_002716	PPP2R1B	protein phosphatase 2, regulatory subunit A, beta	ENST00000527614
A_33_P3357382		POGZ	pogo transposable element with ZNF domain	ENST00000437847
A_23_P162982	NM_021004	DHRS4	dehydrogenase/reductase (SDR family) member 4	ENST00000313250
A_23_P96833	NM_033438	SLAMF9	SLAM family member 9	ENST00000368093
A_33_P3398917	NM_001039614	C15orf59	chromosome 15 open reading frame 59	ENST00000379822
A_33_P3216442	NM_080680	COL11A2	collagen, type XI, alpha 2	ENST00000548637
A_33_P3395804	NM_001167816	C20orf26	chromosome 20 open reading frame 26	ENST00000377306
A_33_P3290959				ENST00000515865
A_33_P3264746				
A_21_P0003286		XLOC_003149		
A_23_P115444	NM_005092	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	
A_33_P3290780	NM_001185156	IL24	interleukin 24	
A_23_P204782	NM_020128	MDM1	Mdm1 nuclear protein homolog (mouse)	ENST00000430606
A_23_P80551	NM_001205272	KRBOX1	KRAB box domain containing 1	ENST00000463888
A_23_P252155	NM_018387	STRBP	spermatid perinuclear RNA binding protein	ENST00000407982
A_24_P212443	NM_014671	UBE3C	ubiquitin protein ligase E3C	ENST00000389103
A_21_P0000245	NR_002441	SNORD18A	small nucleolar RNA, C/D box 18A	
A_23_P218731	NM_145858	CRYZL1	crystallin, zeta (quinone reductase)-like 1	ENST00000437996
A_24_P319113	NM_002562	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	
A_21_P0007159		XLOC_009464		ENST00000452309
A_33_P3210168	NM_006221	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	ENST00000380889
A_33_P3893191	NR_036635	DBIL5P2	diazepam binding inhibitor-like 5 pseudogene 2	ENST00000491724
A_21_P0008547		XLOC_011117		
A_24_P112032	NM_031460	KCNK17	potassium channel, subfamily K, member 17	ENST00000453413
A_21_P0000832	NR_038907	LOC100507300	uncharacterized LOC100507300	ENST00000499194
A_33_P3298775	NM_214710	PRSS57	protease, serine, 57	ENST00000329267
A_23_P147839	NM_004439	EPHA5	EPH receptor A5	ENST00000354839
A_23_P129128	NM_152334	TARSL2	threonyl-tRNA synthetase-like 2	ENST00000539112
A_23_P49499	NM_006456	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ENST00000225276
A_33_P3210647	NM_001856	COL16A1	collagen, type XVI, alpha 1	ENST00000373672
A_21_P0001476		XLOC_000733		
A_23_P29830	NM_170662	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	ENST00000405772
A_33_P3250555				ENST00000269201
A_21_P0013361		XLOC_l2_014077		
A_21_P0009481	NM_004163	RAB27B	RAB27B, member RAS oncogene family	ENST00000262094
A_33_P3228300	NM_005772	RCL1	RNA terminal phosphate cyclase-like 1	ENST00000381730
A_23_P114626	NM_000488	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	ENST00000351522
A_23_P70547	NM_005527	HSPA1L	heat shock 70kDa protein 1-like	ENST00000375653
A_21_P0010265		XLOC_013986		
A_33_P3423425	NM_014106	ZNF770	zinc finger protein 770	ENST00000356321
A_24_P328969	NM_030799	YIPF5	Yip1 domain family, member 5	ENST00000274496
A_21_P0007532		XLOC_009683		
A_23_P418485	NM_152587	C11orf65	chromosome 11 open reading frame 65	ENST00000393084
A_33_P3897698	XR_108300	LOC100147773	uncharacterized LOC100147773	
A_33_P3261084	NM_174855	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	ENST00000341825
A_33_P3233085				
A_23_P38482	NM_024297	PHF23	PHD finger protein 23	ENST00000454255
A_33_P3259058	NM_001128592	PSMG4	proteasome (prosome, macropain) assembly chaperone 4	ENST00000419065
A_33_P3268161				
A_23_P348146	NM_001040153	SLAIN1	SLAIN motif family, member 1	
A_21_P0001447		XLOC_000642		ENST00000442712
A_21_P0013334	NM_001145268	FAM185A	family with sequence similarity 185, member A	ENST00000496790
A_21_P0005527		XLOC_006589		
A_19_P00321495		Q2ULW7		
A_21_P0002909		XLOC_003331		ENST00000421034
A_21_P0007014		XLOC_008927		
A_33_P3223687	NM_001007176	C8orf22	chromosome 8 open reading frame 22	ENST00000399653
A_21_P0008315		XLOC_010790		
A_21_P0014450	XR_113274	ESP33		ENST00000438078
A_33_P3327971				
A_23_P321388	NM_153341	RNF19B	ring finger protein 19B	ENST00000405457
A_23_P388900	NM_018420	SLC22A15	solute carrier family 22, member 15	ENST00000369503
A_33_P3358412		LOC100128198	uncharacterized LOC100128198	
A_24_P335901	NM_006631	ZNF266	zinc finger protein 266	ENST00000361451
A_21_P0006592		XLOC_008286		ENST00000413486
A_23_P1775	NM_001382	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	ENST00000442480
A_21_P0012946	XM_001128459	XLOC_l2_011636		ENST00000506596
A_33_P3230073				
A_33_P3270581	XM_001717840			ENST00000308739
A_33_P3308219				
A_21_P0002831		XLOC_003011		ENST00000420213
A_21_P0012958		XLOC_l2_011798		ENST00000432677
A_23_P102420	NM_006430	CCT4	chaperonin containing TCP1, subunit 4 (delta)	ENST00000544079
A_21_P0001440		XLOC_000619		
A_33_P3258977	NM_080387	CLEC4D	C-type lectin domain family 4, member D	ENST00000299665
A_33_P3399870	NM_203463	CERS6	ceramide synthase 6	ENST00000305747
A_33_P3217094	NR_003581	ATP8B5P	ATPase, class I, type 8B, member 5, pseudogene	ENST00000329395
A_24_P42681	NM_002808	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	ENST00000488085
A_33_P3365666				
A_21_P0013740		XLOC_l2_015315		
A_24_P44279	NM_153348	FBXW8	F-box and WD repeat domain containing 8	ENST00000455858
A_33_P3327046				
A_33_P3308153				
A_24_P339858	NR_026547	C21orf90	chromosome 21 open reading frame 90	ENST00000330490
A_23_P92895	NM_018047	RBM22	RNA binding motif protein 22	ENST00000199814
A_23_P111995	NM_002318	LOXL2	lysyl oxidase-like 2	ENST00000389131
A_23_P319626	NM_001420	ELAVL3	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	ENST00000359227
A_23_P129956	NM_004090	DUSP3	dual specificity phosphatase 3	ENST00000226004
A_23_P75330	NM_004966	HNRNPF	heterogeneous nuclear ribonucleoprotein F	
A_23_P201238	NM_030918	SNX27	sorting nexin family member 27	ENST00000368838
A_23_P131596	NM_032319	PRADC1	protease-associated domain containing 1	ENST00000258083
A_23_P435002	NM_152546	SRFBP1	serum response factor binding protein 1	ENST00000339397
A_21_P0000561	NR_028370	PCNA-AS1	PCNA antisense RNA 1 (non-protein coding)	
A_33_P3321871	NR_038862	FLJ42102	uncharacterized LOC399923	ENST00000331301
A_23_P36050	NM_001005202	OR8K3	olfactory receptor, family 8, subfamily K, member 3	ENST00000312711
A_24_P564030	NM_183242	BTBD8	BTB (POZ) domain containing 8	ENST00000540648
A_24_P288915				ENST00000445752
A_33_P3257903	NM_001512	GSTA4	glutathione S-transferase alpha 4	ENST00000370959
A_33_P3353712	NM_007033	RER1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	ENST00000378518
A_33_P3342653	NM_153202	ADAM33	ADAM metallopeptidase domain 33	ENST00000358035
A_24_P191781	NM_015393	PARM1	prostate androgen-regulated mucin-like protein 1	ENST00000307428
A_21_P0011475	NM_001005735	CHEK2	checkpoint kinase 2	
A_24_P912372	NM_015038	KIAA0754	KIAA0754	ENST00000530275
A_21_P0010528		XLOC_l2_000196		
A_21_P0003746	NR_033976	LOC401134	uncharacterized LOC401134	ENST00000509932
A_19_P00315641		XLOC_008079		ENST00000498732
A_33_P3345186	NM_152889	CHST13	carbohydrate (chondroitin 4) sulfotransferase 13	ENST00000383575
A_23_P2052	NM_021801	MMP26	matrix metallopeptidase 26	ENST00000300762
A_21_P0003000		XLOC_002732		
A_19_P00804396	NM_006609	MAP3K2	mitogen-activated protein kinase kinase kinase 2	ENST00000409947
A_24_P388703		MGC42157	uncharacterized locus MGC42157	
A_33_P3410093	NM_000895	LTA4H	leukotriene A4 hydrolase	ENST00000548852
A_33_P3366662				ENST00000390432
A_21_P0000527	NR_027145	LIMS3-LOC440895	LIMS3-LOC440895 readthrough	
A_21_P0003460		XLOC_003938		ENST00000510772
A_21_P0013531		C8orf68	chromosome 8 open reading frame 68	
A_23_P105691	NM_018654	GPRC5D	G protein-coupled receptor, family C, group 5, member D	ENST00000396333
A_32_P355396	NM_014844	TECPR2	tectonin beta-propeller repeat containing 2	
A_24_P373844	NM_024076	KCTD15	potassium channel tetramerisation domain containing 15	ENST00000284006
A_24_P182947	NM_001190259	GCET2	germinal center expressed transcript 2	ENST00000308910
A_33_P3239317	NR_024270	LOC400752	uncharacterized LOC400752	
A_33_P3218455		LOC729047	uncharacterized LOC729047	
A_21_P0006451		XLOC_008171		ENST00000433646
A_23_P145437	NM_017934	PHIP	pleckstrin homology domain interacting protein	ENST00000355098
A_21_P0003125		XLOC_003151		
A_23_P165521	NM_003162	STRN	striatin, calmodulin binding protein	ENST00000538092
A_33_P3288700	NM_058190	FAM207A	family with sequence similarity 207, member A	ENST00000291634
A_19_P00806098	XR_110148	LOC100130938	uncharacterized LOC100130938	
A_21_P0003213		XLOC_003406		
A_23_P340822	NM_152784	TMEM146	transmembrane protein 146	ENST00000381613
A_23_P85543	NM_007212	RNF2	ring finger protein 2	ENST00000367509
A_21_P0005171		XLOC_005748		
A_32_P538017	NM_005995	TBX10	T-box 10	ENST00000335385
A_21_P0008979		XLOC_011799		
A_21_P0010403		XLOC_014192		
A_23_P16022	NM_005773	ZNF256	zinc finger protein 256	ENST00000282308
A_33_P3365760	NM_012108	STAP1	signal transducing adaptor family member 1	ENST00000396225
A_32_P190951				ENST00000390622
A_23_P394972	NM_144991	TSPEAR	thrombospondin-type laminin G domain and EAR repeats	ENST00000323084
A_24_P914817	NM_013255	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	ENST00000352689
A_21_P0005187		XLOC_005944		
A_33_P3352906	NR_002813	KCNIP4-IT1	KCNIP4 intronic transcript 1 (non-protein coding)	
A_23_P25913	NM_031427	DNAL1	dynein, axonemal, light chain 1	ENST00000553645
A_23_P416314	NM_054108	HRASLS5	HRAS-like suppressor family, member 5	ENST00000536887
A_21_P0013184		XLOC_l2_013311		
A_21_P0002672		XLOC_002241		
A_33_P3347437	NR_033830	FLJ39080	uncharacterized LOC441355	ENST00000523118
A_32_P85999	NM_001257	CDH13	cadherin 13, H-cadherin (heart)	
A_23_P411833	NM_145294	WDR90	WD repeat domain 90	ENST00000547407
A_32_P203515	NM_015330	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1-like	ENST00000314328
A_33_P3223849	NM_001146686	GMNC	geminin coiled-coil domain containing	ENST00000442080
A_21_P0014684	XR_111563	LOC100507803	uncharacterized LOC100507803	
A_33_P3289416	NM_152458	ZNF785	zinc finger protein 785	ENST00000395216
A_23_P47728	NM_033063	MAP6	microtubule-associated protein 6	ENST00000545476
A_33_P3326115	XM_003119820	EFCAB8	EF-hand calcium binding domain 8	ENST00000400522
A_24_P860797	NM_020459	PAIP2B	poly(A) binding protein interacting protein 2B	ENST00000244221
A_23_P208523	NM_024316	LENG1	leukocyte receptor cluster (LRC) member 1	ENST00000222224
A_21_P0007364		XLOC_009475		
A_21_P0009787		XLOC_013045		
A_24_P319647	NM_030764	FCRL2	Fc receptor-like 2	ENST00000392274
A_24_P211842	NM_178128	FADS6	fatty acid desaturase domain family, member 6	ENST00000413142
A_33_P3293529				
A_21_P0012645		XLOC_l2_010989		
A_33_P3384997				ENST00000402278
A_33_P3352712	NM_014603	CDR2L	cerebellar degeneration-related protein 2-like	ENST00000337231
A_33_P3392842	NR_027240	LOC730668	dynein heavy chain -like pseudogene	
A_33_P3324765	NM_001893	CSNK1D	casein kinase 1, delta	ENST00000403276
A_23_P90444	NM_024321	RBM42	RNA binding motif protein 42	ENST00000262633
A_33_P3234984	NM_031473	IFT81	intraflagellar transport 81 homolog (Chlamydomonas)	ENST00000361948
A_23_P109143	NM_000311	PRNP	prion protein	
A_33_P3421978	NM_001080516	GRXCR2	glutaredoxin, cysteine rich 2	ENST00000377976
A_33_P3228305	NM_015071	ARHGAP26	Rho GTPase activating protein 26	
A_21_P0000251	NR_002449	SNORA65	small nucleolar RNA, H/ACA box 65	
A_33_P3281667	NM_001201380	CNTNAP3B	contactin associated protein-like 3B	ENST00000476961
