ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID	ENSEMBL_GENE_ID	ENTREZ_ID
A_23_P121459	NM_000460	THPO	thrombopoietin	ENST00000204615	NA	NA
A_21_P0014170	XR_108682	LOC100506885	uncharacterized LOC100506885	NA	NA	NA
A_19_P00802141	NM_006391	IPO7	NA	ENST00000379719	ENSG00000205339	10527
A_19_P00316682	NA	XLOC_005010	NA	ENST00000509530	ENSG00000248482	NA
A_23_P143484	NM_153681	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P	ENST00000399098	ENSG00000185808	51227
A_21_P0002923	NA	XLOC_003399	NA	ENST00000441644	ENSG00000232065	NA
A_23_P321860	NM_004019	DMD	dystrophin	NA	NA	NA
A_23_P140375	NM_021257	NGB	neuroglobin	ENST00000298352	ENSG00000165553	58157
A_19_P00318775	NR_040094	LOC348120	uncharacterized LOC348120	ENST00000553416	ENSG00000258710	NA
A_21_P0001061	NA	XLOC_000558	NA	ENST00000456240	ENSG00000228255	NA
A_33_P3282740	NA	NA	NA	ENST00000428309	NA	NA
A_32_P141768	NM_020133	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	ENST00000320285	ENSG00000026652	56895
A_32_P466877	NM_153215	C3orf45	chromosome 3 open reading frame 45	ENST00000316436	ENSG00000179564	132228
A_33_P3304247	XR_108367	NA	NA	NA	NA	NA
A_21_P0005015	NA	XLOC_005657	NA	NA	NA	NA
A_33_P3326578	NM_207362	C2orf55	chromosome 2 open reading frame 55	ENST00000397899	ENSG00000196872	343990
A_33_P3280213	NM_001127695	CTSA	cathepsin A	ENST00000372459	ENSG00000064601	5476
A_33_P3213645	NM_033266	ERN2	endoplasmic reticulum to nucleus signaling 2	ENST00000256797	ENSG00000134398	10595
A_21_P0009374	NA	XLOC_012069	NA	NA	NA	NA
A_21_P0008855	NA	XLOC_011535	NA	NA	NA	NA
A_24_P941896	NM_017551	GRID1	glutamate receptor, ionotropic, delta 1	ENST00000327946	ENSG00000182771	2894
A_21_P0003421	NA	XLOC_003750	NA	ENST00000508265	ENSG00000251244	NA
A_24_P397515	NM_006353	HMGN4	high mobility group nucleosomal binding domain 4	ENST00000377575	ENSG00000182952	10473
A_19_P00321110	XR_110191	LOC100505519	NA	ENST00000449545	ENSG00000146426	26230
A_24_P217848	NM_003510	HIST1H2AK	histone cluster 1, H2ak	ENST00000330180	NA	NA
A_33_P3343340	NA	NA	NA	NA	NA	NA
A_21_P0011351	NA	XLOC_l2_004843	NA	NA	NA	NA
A_33_P3269373	NA	NA	NA	NA	NA	NA
A_23_P156049	NM_000521	HEXB	hexosaminidase B (beta polypeptide)	ENST00000504459	ENSG00000049860	3074
A_23_P434919	NM_152304	RAB42	RAB42, member RAS oncogene family	ENST00000465518	ENSG00000188060	115273
A_21_P0005933	NA	XLOC_006752	NA	NA	NA	NA
A_33_P3212305	NM_021020	LZTS1	leucine zipper, putative tumor suppressor 1	ENST00000360248	NA	NA
A_33_P3420862	NM_001015038	PAGE2B	P antigen family, member 2B	NA	NA	NA
A_33_P3278755	NM_001032377	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1	ENST00000379149	NA	NA
A_21_P0001419	NA	XLOC_000556	NA	NA	NA	NA
A_33_P3309206	NA	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	ENST00000556166	ENSG00000166206	2562
A_33_P3276303	NR_037839	CES5AP1	carboxylesterase 5A pseudogene 1	ENST00000542510	NA	NA
A_24_P367602	NR_002834	DUSP5P	dual specificity phosphatase 5 pseudogene	NA	NA	NA
A_23_P121956	NM_017872	THG1L	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	ENST00000521655	ENSG00000113272	54974
A_23_P502832	NM_006047	RBM12	RNA binding motif protein 12	NA	NA	NA
A_33_P3424187	NM_001017363	ARID3C	AT rich interactive domain 3C (BRIGHT-like)	ENST00000378909	ENSG00000205143	138715
A_21_P0006505	NA	XLOC_008007	NA	NA	NA	NA
A_21_P0004877	NA	XLOC_005278	NA	NA	NA	NA
A_33_P3262069	NM_001004490	OR2AG2	olfactory receptor, family 2, subfamily AG, member 2	ENST00000338569	ENSG00000188124	338755
A_32_P1533	NR_026921	LOC202181	chromosome 5 open reading frame 25 pseudogene	NA	NA	NA
A_23_P74449	NM_032756	HPDL	4-hydroxyphenylpyruvate dioxygenase-like	ENST00000334815	ENSG00000186603	84842
A_24_P419087	NM_006576	AVIL	advillin	ENST00000548843	ENSG00000135407	10677
A_23_P83149	NM_016014	FAM108B1	family with sequence similarity 108, member B1	ENST00000377041	ENSG00000107362	51104
A_24_P255384	NA	NA	NA	NA	NA	NA
A_23_P141715	NM_015476	C18orf10	chromosome 18 open reading frame 10	ENST00000334295	ENSG00000134779	25941
A_33_P3305497	NA	NCKAP5L	NCK-associated protein 5-like	ENST00000491441	ENSG00000167566	57701
A_21_P0005929	NA	XLOC_006731	NA	NA	NA	NA
A_21_P0013836	NA	XLOC_l2_015849	NA	NA	NA	NA
A_23_P28869	NM_002836	PTPRA	protein tyrosine phosphatase, receptor type, A	ENST00000425918	NA	NA
A_23_P133904	NM_001011700	MCCD1	mitochondrial coiled-coil domain 1	ENST00000376191	ENSG00000204511	401250
A_23_P140190	NR_026800	KIAA0125	KIAA0125	ENST00000484511	NA	NA
A_23_P87491	NM_001638	APOF	apolipoprotein F	ENST00000541105	NA	NA
A_21_P0003762	NA	XLOC_004054	NA	NA	NA	NA
A_21_P0000739	NR_038253	LOC100288637	OTU domain containing 7A pseudogene	NA	NA	NA
A_21_P0012016	NA	XLOC_l2_007468	NA	ENST00000456999	ENSG00000230690	NA
A_24_P920521	NM_203497	COMMD6	COMM domain containing 6	ENST00000377615	ENSG00000188243	170622
A_19_P00322998	NR_015364	LOC441204	uncharacterized LOC441204	NA	NA	NA
A_33_P3278475	NM_002158	FOXN2	forkhead box N2	ENST00000340553	ENSG00000170802	3344
A_23_P84995	NM_017677	MTMR8	myotubularin related protein 8	ENST00000247400	NA	NA
A_23_P305759	NM_138340	ABHD3	abhydrolase domain containing 3	ENST00000289119	ENSG00000158201	171586
A_33_P3215611	NA	NA	NA	NA	NA	NA
A_23_P107513	NM_024899	CEP76	centrosomal protein 76kDa	ENST00000423709	ENSG00000101624	79959
A_32_P138032	NM_006365	C1orf61	chromosome 1 open reading frame 61	ENST00000464238	ENSG00000125462	10485
A_21_P0007142	NA	XLOC_009095	NA	ENST00000505409	ENSG00000248990	NA
A_21_P0005340	NA	XLOC_006666	NA	ENST00000419225	ENSG00000236544	NA
A_24_P366787	NR_024371	FLJ42875	uncharacterized LOC440556	ENST00000321336	ENSG00000177133	NA
A_33_P3422253	NA	NA	NA	NA	NA	NA
A_24_P375849	NA	NA	NA	NA	NA	NA
A_32_P100683	NM_001145418	TTC28	tetratricopeptide repeat domain 28	ENST00000397906	ENSG00000100154	23331
A_33_P3316078	NM_001039938	INTS6	integrator complex subunit 6	ENST00000442263	ENSG00000102786	26512
A_21_P0011907	NA	XLOC_l2_007931	NA	NA	NA	NA
A_19_P00808033	NM_003162	STRN	NA	NA	NA	NA
A_21_P0000604	NR_033791	DOC2GP	double C2-like domains, gamma, pseudogene	ENST00000495263	ENSG00000231793	NA
A_21_P0014173	XR_108695	LOC100507241	uncharacterized LOC100507241	NA	NA	NA
A_21_P0002718	NA	XLOC_003292	NA	ENST00000492569	ENSG00000238755	NA
A_33_P3310864	NM_001131064	ACP2	acid phosphatase 2, lysosomal	ENST00000444355	NA	NA
A_33_P3421203	NR_024362	FLJ10661	family with sequence similarity 86, member A pseudogene	NA	NA	NA
A_33_P3290082	NM_022081	HPS4	Hermansky-Pudlak syndrome 4	ENST00000312736	NA	NA
A_33_P3342305	NM_007168	ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	ENST00000542396	NA	NA
A_33_P3241591	NA	LOC100131864	uncharacterized LOC100131864	NA	NA	NA
A_23_P102508	NM_021095	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	ENST00000488743	ENSG00000138074	8884
A_21_P0013344	NM_001185	AZGP1	alpha-2-glycoprotein 1, zinc-binding	ENST00000425474	ENSG00000214313	NA
A_21_P0008022	NA	XLOC_010733	NA	ENST00000413637	ENSG00000223626	NA
A_33_P3217278	NR_033912	LOC100129316	uncharacterized LOC100129316	NA	NA	NA
A_21_P0008848	NA	XLOC_011480	NA	NA	NA	NA
A_24_P415680	NM_015978	TNNI3K	TNNI3 interacting kinase	ENST00000557284	ENSG00000259030	100526835
A_23_P350678	NA	WDR96	WD repeat domain 96	ENST00000369720	ENSG00000197748	80217
A_23_P151746	NM_194279	ISCA2	iron-sulfur cluster assembly 2 homolog (S. cerevisiae)	NA	NA	NA
A_33_P3322499	NR_028594	ZNF833P	zinc finger protein 833, pseudogene	ENST00000344893	ENSG00000197332	NA
A_23_P55123	NM_001303	COX10	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)	ENST00000261643	ENSG00000006695	1352
A_23_P306479	NR_024407	LOC100009676	uncharacterized LOC100009676	ENST00000536865	NA	NA
A_23_P148629	NM_004681	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	ENST00000382772	ENSG00000198692	9086
A_21_P0005796	NA	XLOC_006999	NA	NA	NA	NA
A_23_P45940	NM_022366	TFB2M	transcription factor B2, mitochondrial	ENST00000366514	ENSG00000162851	64216
A_33_P3282836	NM_001031	RPS28	ribosomal protein S28	ENST00000449223	ENSG00000233927	6234
A_33_P3320062	NM_002662	PLD1	phospholipase D1, phosphatidylcholine-specific	ENST00000340989	NA	NA
A_23_P112159	NM_012154	EIF2C2	eukaryotic translation initiation factor 2C, 2	ENST00000519980	ENSG00000123908	27161
A_33_P3408305	NM_178842	CERS3	ceramide synthase 3	ENST00000538112	ENSG00000154227	204219
A_33_P3298460	NM_002054	GCG	glucagon	ENST00000375497	ENSG00000115263	2641
A_24_P281636	NA	NA	NA	ENST00000532821	NA	NA
A_24_P402588	NM_018014	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	ENST00000489516	ENSG00000119866	53335
A_21_P0013012	NA	XLOC_l2_012397	NA	NA	NA	NA
A_24_P287189	NM_019009	TOLLIP	toll interacting protein	ENST00000317204	ENSG00000078902	54472
A_21_P0010840	NA	XLOC_l2_001689	NA	NA	NA	NA
A_21_P0012188	XR_112192	LOC100134423	uncharacterized LOC100134423	NA	NA	NA
A_33_P3331021	NR_033999	LOC100129148	uncharacterized LOC100129148	NA	NA	NA
A_33_P3282693	NR_024128	OR3A4P	olfactory receptor, family 3, subfamily A, member 4 pseudogene	NA	NA	NA
A_21_P0014384	XR_109542	LOC100505701	uncharacterized LOC100505701	NA	NA	NA
A_33_P3851513	NM_194282	LIN54	lin-54 homolog (C. elegans)	ENST00000442461	ENSG00000189308	132660
A_33_P3242603	NR_027023	LOC645676	uncharacterized LOC645676	ENST00000479076	ENSG00000132676	7818
A_24_P36890	NM_002885	RAP1GAP	RAP1 GTPase activating protein	ENST00000495204	ENSG00000076864	5909
A_24_P99639	NM_178170	NEK8	NIMA (never in mitosis gene a)- related kinase 8	ENST00000268766	ENSG00000160602	284086
A_21_P0000808	NR_038448	LOC440288	uncharacterized LOC440288	NA	NA	NA
A_33_P3303380	NA	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	ENST00000374768	ENSG00000148498	56288
A_23_P7976	NM_005321	HIST1H1E	histone cluster 1, H1e	ENST00000304218	ENSG00000168298	3008
A_23_P253536	NM_000908	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	ENST00000415167	ENSG00000113389	4883
A_33_P3309849	NA	NA	NA	NA	NA	NA
A_24_P235305	NM_001042510	ZNF706	zinc finger protein 706	ENST00000311212	ENSG00000120963	51123
A_23_P8185	NM_006519	DYNLT1	dynein, light chain, Tctex-type 1	ENST00000367088	ENSG00000146425	6993
A_24_P228302	NM_006890	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	ENST00000006724	ENSG00000007306	1087
A_33_P3421183	NA	GTF2I	general transcription factor IIi	ENST00000473333	ENSG00000263001	2969
A_33_P3349299	NA	NA	NA	ENST00000377879	ENSG00000204904	NA
A_33_P3376976	NR_024504	LOC646813	DEAH (Asp-Glu-Ala-His) box polypeptide 9 pseudogene	NA	NA	NA
A_21_P0010129	NA	XLOC_013838	NA	NA	NA	NA
A_23_P424712	NM_032779	CCDC142	coiled-coil domain containing 142	ENST00000393965	ENSG00000135637	84865
A_32_P66364	NM_001080545	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C	ENST00000479855	ENSG00000150722	151242
A_23_P71513	NM_015137	EFR3A	EFR3 homolog A (S. cerevisiae)	ENST00000407309	NA	NA
A_24_P917886	XM_003403637	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	NA	NA	NA
A_33_P3381513	NM_014143	CD274	CD274 molecule	ENST00000492923	ENSG00000120217	29126
A_23_P78543	NM_005498	AP1M2	adaptor-related protein complex 1, mu 2 subunit	ENST00000250244	ENSG00000129354	10053
A_33_P3242814	NA	NA	NA	NA	NA	NA
A_24_P381555	NM_005870	SAP18	Sin3A-associated protein, 18kDa	ENST00000382533	ENSG00000150459	10284
A_21_P0014541	XR_110249	LOC100507226	uncharacterized LOC100507226	NA	NA	NA
A_23_P105276	NM_003428	ZNF84	zinc finger protein 84	ENST00000543758	ENSG00000198040	7637
A_21_P0005089	NA	XLOC_005930	NA	NA	NA	NA
A_23_P148641	NR_001551	TTTY12	testis-specific transcript, Y-linked 12 (non-protein coding)	ENST00000413466	ENSG00000237048	NA
A_21_P0010638	NA	XLOC_l2_001011	NA	NA	NA	NA
A_33_P3348919	NM_001193630	LOC100132396	zinc finger protein 705D-like	ENST00000400120	ENSG00000215356	100132396
A_23_P335239	NM_207123	GAB1	GRB2-associated binding protein 1	ENST00000262994	ENSG00000109458	2549
A_33_P3295803	NM_032846	RAB2B	RAB2B, member RAS oncogene family	ENST00000304034	NA	NA
A_33_P3332492	NM_145235	FANK1	fibronectin type III and ankyrin repeat domains 1	ENST00000368695	NA	NA
A_33_P3274084	NM_138328	RHBDL3	rhomboid, veinlet-like 3 (Drosophila)	ENST00000536287	ENSG00000141314	162494
A_21_P0012528	NA	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	ENST00000299468	ENSG00000203880	55251
A_23_P312344	NM_016196	RBM19	RNA binding motif protein 19	ENST00000261741	ENSG00000122965	9904
A_24_P354689	NM_004598	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	ENST00000394945	ENSG00000152377	6695
A_23_P254415	NM_002295	RPSA	ribosomal protein SA	NA	NA	NA
A_24_P237753	NM_015354	NUP188	nucleoporin 188kDa	ENST00000356693	NA	NA
A_23_P77310	NM_022473	ZFP106	zinc finger protein 106 homolog (mouse)	ENST00000263805	ENSG00000103994	64397
A_21_P0011578	NA	XLOC_l2_006021	NA	ENST00000399211	ENSG00000131885	NA
A_21_P0006915	NA	XLOC_008619	NA	NA	NA	NA
A_33_P3282051	NA	NA	NA	NA	NA	NA
A_21_P0011884	NA	LOC728763	rootletin-like	ENST00000430980	NA	NA
A_24_P42693	NM_021187	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11	ENST00000326742	ENSG00000171903	57834
A_33_P3388067	NM_001159524	ZNF735	zinc finger protein 735	NA	NA	NA
A_24_P389608	NM_153256	C10orf47	chromosome 10 open reading frame 47	ENST00000277570	ENSG00000148426	254427
A_32_P197524	NM_032025	EIF2A	eukaryotic translation initiation factor 2A, 65kDa	NA	NA	NA
A_33_P3673242	NA	C14orf91	chromosome 14 open reading frame 91	NA	NA	NA
A_33_P3277012	NM_004402	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	ENST00000338895	ENSG00000169598	1677
A_24_P219971	NM_017896	C20orf11	chromosome 20 open reading frame 11	NA	NA	NA
A_33_P3307728	NM_001005405	KRTAP5-11	keratin associated protein 5-11	ENST00000398530	ENSG00000204571	440051
A_21_P0008187	NA	XLOC_010670	NA	NA	NA	NA
A_33_P3237886	NA	NA	NA	NA	NA	NA
A_21_P0005884	NA	XLOC_007181	NA	NA	NA	NA
A_21_P0009001	NA	XLOC_011858	NA	NA	NA	NA
A_32_P749354	NM_032325	EIF1AD	eukaryotic translation initiation factor 1A domain containing	NA	NA	NA
A_23_P154688	NM_032034	SLC4A11	solute carrier family 4, sodium borate transporter, member 11	ENST00000474451	ENSG00000088836	83959
A_23_P217428	NM_013427	ARHGAP6	Rho GTPase activating protein 6	ENST00000489330	ENSG00000047648	395
A_21_P0001571	NA	XLOC_000972	NA	NA	NA	NA
A_21_P0003585	NA	XLOC_003479	NA	NA	NA	NA
A_21_P0001358	NA	XLOC_000327	NA	NA	NA	NA
A_33_P3317725	NA	NA	NA	ENST00000400508	ENSG00000215523	NA
A_21_P0009098	NA	XLOC_011719	NA	NA	NA	NA
A_21_P0009768	NA	XLOC_013350	NA	NA	NA	NA
A_33_P3395146	NR_024278	LOC646762	uncharacterized LOC646762	NA	NA	NA
A_33_P3397801	NA	NA	NA	NA	NA	NA
A_33_P3222243	NA	NA	NA	NA	NA	NA
A_21_P0007279	NA	XLOC_009283	NA	NA	NA	NA
A_21_P0011095	NA	XLOC_l2_003391	NA	NA	NA	NA
A_33_P3334162	NA	NA	NA	NA	NA	NA
A_33_P3421178	NA	NA	NA	ENST00000552367	ENSG00000257453	NA
A_21_P0011478	XR_110606	LOC728034	BMS1 homolog, ribosome assembly protein (yeast) pseudogene	NA	NA	NA
A_21_P0006651	NA	XLOC_008386	NA	ENST00000456526	ENSG00000223808	NA
A_33_P3281403	NM_025228	TRAF3IP3	TRAF3 interacting protein 3	ENST00000367024	ENSG00000009790	80342
A_21_P0013673	NA	XLOC_l2_015303	NA	NA	NA	NA
A_33_P3405946	NM_184234	RBM39	RNA binding motif protein 39	NA	NA	NA
A_33_P3842551	NM_001079526	IKZF2	IKAROS family zinc finger 2 (Helios)	ENST00000484040	ENSG00000030419	22807
A_21_P0000350	NR_002999	SCARNA20	small Cajal body-specific RNA 20	NA	NA	NA
A_33_P3349469	NM_018188	ATAD3A	ATPase family, AAA domain containing 3A	ENST00000378759	NA	NA
A_23_P29057	NM_002240	KCNJ6	potassium inwardly-rectifying channel, subfamily J, member 6	ENST00000400482	NA	NA
A_33_P3300733	NA	NA	NA	NA	NA	NA
A_33_P3379644	NM_000689	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	ENST00000376939	ENSG00000165092	216
A_23_P411772	NM_032096	PCDHGB2	protocadherin gamma subfamily B, 2	NA	NA	NA
A_21_P0001590	NA	XLOC_001062	NA	NA	NA	NA
A_21_P0005607	NA	XLOC_006520	NA	NA	NA	NA
A_23_P201731	NM_004619	TRAF5	TNF receptor-associated factor 5	ENST00000336184	ENSG00000082512	7188
A_33_P3229022	NA	NA	NA	NA	NA	NA
A_21_P0001504	NA	XLOC_000833	NA	NA	NA	NA
A_23_P410115	NM_152512	ENTHD1	ENTH domain containing 1	ENST00000325157	ENSG00000176177	150350
A_21_P0005521	NR_024586	LOC100216545	uncharacterized LOC100216545	NA	NA	NA
A_21_P0005073	NA	XLOC_005889	NA	NA	NA	NA
A_23_P385199	NM_173641	EPHA10	EPH receptor A10	ENST00000319637	ENSG00000183317	284656
A_32_P112623	XM_001720463	FAM27E3	family with sequence similarity 27, member E3	NA	NA	NA
A_33_P3277659	NM_001145029	ANKRD30B	ankyrin repeat domain 30B	ENST00000358984	ENSG00000180777	374860
A_23_P109452	NM_001005735	CHEK2	checkpoint kinase 2	NA	NA	NA
A_21_P0001452	NA	XLOC_000647	NA	NA	NA	NA
A_23_P167828	NM_016104	RWDD1	RWD domain containing 1	ENST00000392526	NA	NA
A_23_P301053	NM_020459	PAIP2B	poly(A) binding protein interacting protein 2B	ENST00000244221	ENSG00000124374	400961
A_21_P0008455	NA	XLOC_011064	NA	NA	NA	NA
A_21_P0012333	NM_171828	KCNMB3	potassium large conductance calcium-activated channel, subfamily M beta member 3	NA	NA	NA
A_23_P114155	NM_015698	GPKOW	G patch domain and KOW motifs	ENST00000156109	ENSG00000068394	27238
A_23_P69329	NM_007312	HYAL1	hyaluronoglucosaminidase 1	NA	NA	NA
A_23_P28878	NM_001039140	C20orf27	chromosome 20 open reading frame 27	ENST00000379772	ENSG00000101220	54976
A_23_P252062	NM_138711	PPARG	peroxisome proliferator-activated receptor gamma	NA	NA	NA
A_21_P0004053	NA	XLOC_004527	NA	ENST00000503320	ENSG00000249128	NA
A_24_P8109	NM_001012302	ANO9	anoctamin 9	ENST00000524802	ENSG00000185101	338440
A_33_P3468614	NA	FLJ32742	uncharacterized locus FLJ32742	NA	NA	NA
A_23_P340019	NM_178844	NLRC3	NLR family, CARD domain containing 3	ENST00000419350	NA	NA
A_23_P102890	NM_032476	MRPS6	mitochondrial ribosomal protein S6	ENST00000483977	ENSG00000243927	64968
A_24_P74981	NM_015013	KDM1A	lysine (K)-specific demethylase 1A	ENST00000465864	ENSG00000004487	23028
A_23_P160167	NM_005727	TSPAN1	tetraspanin 1	ENST00000475163	ENSG00000117472	10103
A_23_P215832	NM_004889	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2	ENST00000394186	ENSG00000241468	9551
A_33_P3283971	NM_005007	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	NA	NA	NA
A_21_P0010405	NA	XLOC_014192	NA	NA	NA	NA
A_21_P0010929	NA	XLOC_l2_001772	NA	ENST00000435147	NA	NA
A_21_P0005554	NA	XLOC_006043	NA	NA	NA	NA
A_33_P3415648	XR_132817	NA	NA	ENST00000536864	NA	NA
A_33_P3358863	NA	NA	NA	NA	NA	NA
A_33_P3383071	XR_133081	LOC100653108	uncharacterized LOC100653108	NA	NA	NA
A_21_P0010471	NA	XLOC_014288	NA	NA	NA	NA
A_21_P0013202	NA	XLOC_l2_013425	NA	NA	NA	NA
A_33_P3378354	NA	NA	NA	ENST00000389600	ENSG00000123201	NA
A_33_P3417305	NA	NA	NA	NA	NA	NA
A_21_P0005828	NA	XLOC_007078	NA	NA	NA	NA
A_23_P37265	NM_018229	MUDENG	MU-2/AP1M2 domain containing, death-inducing	ENST00000261558	ENSG00000053770	55745
A_23_P411953	NM_138300	PYGO2	pygopus homolog 2 (Drosophila)	ENST00000368457	ENSG00000163348	90780
A_23_P9293	NM_004817	TJP2	tight junction protein 2 (zona occludens 2)	NA	NA	NA
A_21_P0011274	NA	XLOC_l2_004546	NA	NA	NA	NA
A_21_P0001795	NA	XLOC_002240	NA	ENST00000424321	ENSG00000234177	NA
A_23_P408095	NM_001011546	DSTN	destrin (actin depolymerizing factor)	ENST00000543261	NA	NA
A_32_P196021	NM_002009	FGF7	fibroblast growth factor 7	NA	NA	NA
A_23_P100517	NM_145254	TMEM170A	transmembrane protein 170A	NA	NA	NA
A_23_P309224	NM_018238	AGK	acylglycerol kinase	NA	NA	NA
A_32_P171328	NM_014501	UBE2S	ubiquitin-conjugating enzyme E2S	ENST00000264552	ENSG00000108106	27338
A_33_P3422777	NM_005042	PRH2	proline-rich protein HaeIII subfamily 2	NA	NA	NA
A_32_P16918	NM_019596	C21orf62	chromosome 21 open reading frame 62	ENST00000536776	NA	NA
A_23_P422018	NM_173080	SPRR4	small proline-rich protein 4	ENST00000328051	ENSG00000184148	163778
A_33_P3278877	NM_002942	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	ENST00000398467	NA	NA
A_21_P0009967	NA	XLOC_013551	NA	NA	NA	NA
A_33_P3282978	NA	BAALC	brain and acute leukemia, cytoplasmic	ENST00000306391	ENSG00000164929	79870
A_24_P410017	NM_001083538	POTEE	POTE ankyrin domain family, member E	ENST00000358087	ENSG00000188219	445582
A_19_P00315581	NR_033873	FLJ30838	uncharacterized LOC400955	ENST00000452840	ENSG00000233723	NA
A_21_P0008589	NA	XLOC_011174	NA	NA	NA	NA
A_23_P313981	NM_005024	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	ENST00000238508	ENSG00000242550	5273
A_33_P3241989	NM_001130715	PLAC8	placenta-specific 8	NA	NA	NA
A_33_P3304527	NM_021035	ZNFX1	zinc finger, NFX1-type containing 1	ENST00000396106	NA	NA
A_24_P316489	NM_004544	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	ENST00000497536	ENSG00000130414	4705
A_23_P19754	NM_016352	CPA4	carboxypeptidase A4	ENST00000538687	NA	NA
A_23_P63032	NM_007102	GUCA2B	guanylate cyclase activator 2B (uroguanylin)	ENST00000372581	ENSG00000044012	2981
A_33_P3405571	NA	NA	NA	NA	NA	NA
A_24_P377225	NM_022832	USP46	ubiquitin specific peptidase 46	ENST00000441222	ENSG00000109189	64854
A_33_P3301485	NA	GGA1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1	ENST00000491295	ENSG00000100083	26088
A_21_P0004388	NA	XLOC_004823	NA	ENST00000371487	ENSG00000240535	NA
A_19_P00321136	NR_038322	MAP3K13	mitogen-activated protein kinase kinase kinase 13	ENST00000454237	ENSG00000073803	9175
A_21_P0013330	NA	XLOC_l2_013877	NA	NA	NA	NA
A_24_P18917	NM_022773	LMF1	lipase maturation factor 1	ENST00000543238	ENSG00000103227	64788
A_21_P0013834	NM_001017417	CT45A1	cancer/testis antigen family 45, member A1	NA	NA	NA
A_33_P3362869	NM_001190233	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	NA	NA	NA
A_33_P3212799	NR_026997	C22orf34	chromosome 22 open reading frame 34	ENST00000400023	ENSG00000188511	NA
